H,seed,target,scope,lead_minutes,nominal,empirical_coverage,ace,width,n,status
32,20260816,D_OB,LEAD,30,0.8,0.276151,0.523849,3.443509,239,DEFINED
32,20260816,D_OB,LEAD,30,0.9,,,,239,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260816,D_OB,LEAD,60,0.5,0.159091,0.340909,2.016217,220,DEFINED
32,20260816,D_OB,LEAD,60,0.8,0.190909,0.609091,3.415723,220,DEFINED
32,20260816,D_OB,LEAD,60,0.9,,,,220,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260816,D_OB,LEAD,120,0.5,0.152778,0.347222,2.048548,72,DEFINED
32,20260816,D_OB,LEAD,120,0.8,0.152778,0.647222,3.442868,72,DEFINED
32,20260816,D_OB,LEAD,120,0.9,,,,72,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260816,D_OB,LEAD,180,0.5,0.0,0.5,2.089823,18,DEFINED
32,20260816,D_OB,LEAD,180,0.8,0.0,0.8,3.495577,18,DEFINED
32,20260816,D_OB,LEAD,180,0.9,,,,18,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260816,D_OB,LEAD,240,0.5,0.0,0.5,2.079561,12,DEFINED
32,20260816,D_OB,LEAD,240,0.8,0.0,0.8,3.484075,12,DEFINED
32,20260816,D_OB,LEAD,240,0.9,,,,12,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260816,D_OB,LEAD,300,0.5,0.0,0.5,2.016449,9,DEFINED
32,20260816,D_OB,LEAD,300,0.8,0.0,0.8,3.397745,9,DEFINED
32,20260816,D_OB,LEAD,300,0.9,,,,9,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260816,D_OB,OVERALL,,0.5,0.150235,0.349765,2.029735,639,DEFINED
32,20260816,D_OB,OVERALL,,0.8,0.233177,0.566823,3.435803,639,DEFINED
32,20260816,D_OB,OVERALL,,0.9,,,,639,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260816,D_TX,LEAD,0,0.5,0.425532,0.074468,2.603504,47,DEFINED
32,20260816,D_TX,LEAD,0,0.8,0.680851,0.119149,3.753569,47,DEFINED
32,20260816,D_TX,LEAD,0,0.9,,,,47,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260816,D_TX,LEAD,30,0.5,0.253472,0.246528,2.589263,288,DEFINED
32,20260816,D_TX,LEAD,30,0.8,0.413194,0.386806,3.712166,288,DEFINED
32,20260816,D_TX,LEAD,30,0.9,,,,288,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260816,D_TX,LEAD,60,0.5,0.189781,0.310219,2.602764,274,DEFINED
32,20260816,D_TX,LEAD,60,0.8,0.284672,0.515328,3.696923,274,DEFINED
32,20260816,D_TX,LEAD,60,0.9,,,,274,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260816,D_TX,LEAD,120,0.5,0.210884,0.289116,2.62218,147,DEFINED
32,20260816,D_TX,LEAD,120,0.8,0.258503,0.541497,3.707959,147,DEFINED
32,20260816,D_TX,LEAD,120,0.9,,,,147,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260816,D_TX,LEAD,180,0.5,0.272727,0.227273,2.592813,44,DEFINED
32,20260816,D_TX,LEAD,180,0.8,0.272727,0.527273,3.685353,44,DEFINED
32,20260816,D_TX,LEAD,180,0.9,,,,44,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260816,D_TX,LEAD,240,0.5,0.363636,0.136364,2.625008,33,DEFINED
32,20260816,D_TX,LEAD,240,0.8,0.363636,0.436364,3.700552,33,DEFINED
32,20260816,D_TX,LEAD,240,0.9,,,,33,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260816,D_TX,LEAD,300,0.5,0.368421,0.131579,2.645185,19,DEFINED
32,20260816,D_TX,LEAD,300,0.8,0.368421,0.431579,3.697615,19,DEFINED
32,20260816,D_TX,LEAD,300,0.9,,,,19,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260816,D_TX,OVERALL,,0.5,0.246927,0.253073,2.604788,895,DEFINED
32,20260816,D_TX,OVERALL,,0.8,0.351955,0.448045,3.709326,895,DEFINED
32,20260816,D_TX,OVERALL,,0.9,,,,895,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260817,T_IB_REMAINING_HAZARD,LEAD,0,0.5,0.465347,0.034653,15.445545,101,DEFINED
32,20260817,T_IB_REMAINING_HAZARD,LEAD,0,0.8,0.683168,0.116832,25.643564,101,DEFINED
32,20260817,T_IB_REMAINING_HAZARD,LEAD,0,0.9,0.722772,0.177228,32.178218,101,DEFINED
32,20260817,T_IB_REMAINING_HAZARD,LEAD,30,0.5,0.384615,0.115385,15.307692,65,DEFINED
32,20260817,T_IB_REMAINING_HAZARD,LEAD,30,0.8,0.615385,0.184615,24.384615,65,DEFINED
32,20260817,T_IB_REMAINING_HAZARD,LEAD,30,0.9,0.753846,0.146154,31.923077,65,DEFINED
32,20260817,T_IB_REMAINING_HAZARD,LEAD,60,0.5,0.0,0.5,13.589744,39,DEFINED
32,20260817,T_IB_REMAINING_HAZARD,LEAD,60,0.8,0.0,0.8,22.820513,39,DEFINED
32,20260817,T_IB_REMAINING_HAZARD,LEAD,60,0.9,0.0,0.9,29.487179,39,DEFINED
32,20260817,T_IB_REMAINING_HAZARD,LEAD,120,0.5,0.0,0.5,15.833333,12,DEFINED
32,20260817,T_IB_REMAINING_HAZARD,LEAD,120,0.8,0.0,0.8,20.833333,12,DEFINED
32,20260817,T_IB_REMAINING_HAZARD,LEAD,120,0.9,0.0,0.9,30.833333,12,DEFINED
32,20260817,T_IB_REMAINING_HAZARD,OVERALL,,0.5,0.331797,0.168203,15.092166,217,DEFINED
32,20260817,T_IB_REMAINING_HAZARD,OVERALL,,0.8,0.502304,0.297696,24.493088,217,DEFINED
32,20260817,T_IB_REMAINING_HAZARD,OVERALL,,0.9,0.562212,0.337788,31.543779,217,DEFINED
32,20260817,D_OB,LEAD,0,0.5,0.202899,0.297101,2.047292,69,DEFINED
32,20260817,D_OB,LEAD,0,0.8,0.376812,0.423188,3.413816,69,DEFINED
32,20260817,D_OB,LEAD,0,0.9,,,,69,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260817,D_OB,LEAD,30,0.5,0.138075,0.361925,2.016758,239,DEFINED
32,20260817,D_OB,LEAD,30,0.8,0.23431,0.56569,3.363571,239,DEFINED
32,20260817,D_OB,LEAD,30,0.9,,,,239,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260817,D_OB,LEAD,60,0.5,0.159091,0.340909,1.969997,220,DEFINED
32,20260817,D_OB,LEAD,60,0.8,0.177273,0.622727,3.272392,220,DEFINED
32,20260817,D_OB,LEAD,60,0.9,,,,220,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260817,D_OB,LEAD,120,0.5,0.152778,0.347222,1.851211,72,DEFINED
32,20260817,D_OB,LEAD,120,0.8,0.152778,0.647222,3.026101,72,DEFINED
32,20260817,D_OB,LEAD,120,0.9,,,,72,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260817,D_OB,LEAD,180,0.5,0.0,0.5,1.865158,18,DEFINED
32,20260817,D_OB,LEAD,180,0.8,0.0,0.8,2.984437,18,DEFINED
32,20260817,D_OB,LEAD,180,0.9,,,,18,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260817,D_OB,LEAD,240,0.5,0.0,0.5,1.852334,12,DEFINED
32,20260817,D_OB,LEAD,240,0.8,0.0,0.8,2.919034,12,DEFINED
32,20260817,D_OB,LEAD,240,0.9,,,,12,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260817,D_OB,LEAD,300,0.5,0.0,0.5,1.788306,9,DEFINED
32,20260817,D_OB,LEAD,300,0.8,0.0,0.8,2.844192,9,DEFINED
32,20260817,D_OB,LEAD,300,0.9,,,,9,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260817,D_OB,OVERALL,,0.5,0.14554,0.35446,1.974727,639,DEFINED
32,20260817,D_OB,OVERALL,,0.8,0.206573,0.593427,3.273237,639,DEFINED
32,20260817,D_OB,OVERALL,,0.9,,,,639,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260817,D_TX,LEAD,0,0.5,0.425532,0.074468,2.32128,47,DEFINED
32,20260817,D_TX,LEAD,0,0.8,0.510638,0.289362,4.006474,47,DEFINED
32,20260817,D_TX,LEAD,0,0.9,,,,47,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260817,D_TX,LEAD,30,0.5,0.253472,0.246528,2.322247,288,DEFINED
32,20260817,D_TX,LEAD,30,0.8,0.326389,0.473611,4.050062,288,DEFINED
32,20260817,D_TX,LEAD,30,0.9,,,,288,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260817,D_TX,LEAD,60,0.5,0.189781,0.310219,2.298286,274,DEFINED
32,20260817,D_TX,LEAD,60,0.8,0.30292,0.49708,4.144133,274,DEFINED
32,20260817,D_TX,LEAD,60,0.9,,,,274,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260817,D_TX,LEAD,120,0.5,0.210884,0.289116,2.314274,147,DEFINED
32,20260817,D_TX,LEAD,120,0.8,0.312925,0.487075,4.20593,147,DEFINED
32,20260817,D_TX,LEAD,120,0.9,,,,147,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260817,D_TX,LEAD,180,0.5,0.272727,0.227273,2.4117,44,DEFINED
32,20260817,D_TX,LEAD,180,0.8,0.522727,0.277273,4.193028,44,DEFINED
32,20260817,D_TX,LEAD,180,0.9,,,,44,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260817,D_TX,LEAD,240,0.5,0.363636,0.136364,2.445652,33,DEFINED
32,20260817,D_TX,LEAD,240,0.8,0.636364,0.163636,4.334288,33,DEFINED
32,20260817,D_TX,LEAD,240,0.9,,,,33,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260817,D_TX,LEAD,300,0.5,0.368421,0.131579,2.43953,19,DEFINED
32,20260817,D_TX,LEAD,300,0.8,0.368421,0.431579,4.492785,19,DEFINED
32,20260817,D_TX,LEAD,300,0.9,,,,19,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260817,D_TX,OVERALL,,0.5,0.246927,0.253073,2.327485,895,DEFINED
32,20260817,D_TX,OVERALL,,0.8,0.349721,0.450279,4.130094,895,DEFINED
32,20260817,D_TX,OVERALL,,0.9,,,,895,NOT_DEFINED_FROZEN_QUANTILE_GRID
